Index,Folder,Filename,Image Size,BBox,Categorical_Labels,Continuous_Labels,Gender,Age
16434,framesdb/images,frame_4ek3o7b4yg901piq.jpg,"[600, 373]","[244, 221, 292, 352]",['Engagement'],"[6, 6, 6]",Male,Adult
16435,mscoco/images,COCO_train2014_000000274499.jpg,"[640, 480]","[292, 22, 570, 374]",['Excitement'],"[8, 5, 6]",Male,Adult
16436,mscoco/images,COCO_train2014_000000274499.jpg,"[640, 480]","[91, 147, 335, 382]",['Anticipation'],"[6, 4, 7]",Male,Adult
16437,mscoco/images,COCO_train2014_000000493131.jpg,"[640, 457]","[234, 99, 382, 353]","['Anticipation', 'Excitement']","[6, 8, 8]",Male,Adult
16438,mscoco/images,COCO_train2014_000000366109.jpg,"[333, 500]","[234, 105, 327, 325]",['Engagement'],"[5, 5, 6]",Female,Adult
16439,framesdb/images,frame_4bnkmn9z72v5wbft.jpg,"[2800, 1960]","[1179, 232, 2041, 1959]",['Engagement'],"[6, 5, 6]",Male,Adult
16440,mscoco/images,COCO_train2014_000000251804.jpg,"[640, 480]","[288, 118, 588, 383]",['Yearning'],"[4, 6, 5]",Male,Kid
16441,framesdb/images,frame_gpauo3avqwkxm6mf.jpg,"[526, 394]","[85, 39, 204, 378]","['Excitement', 'Happiness']","[5, 6, 7]",Male,Adult
16442,framesdb/images,frame_gpauo3avqwkxm6mf.jpg,"[526, 394]","[231, 156, 345, 331]",['Engagement'],"[6, 3, 4]",Male,Adult
16443,mscoco/images,COCO_train2014_000000557246.jpg,"[427, 640]","[38, 34, 118, 337]",['Doubt/Confusion'],"[6, 4, 5]",Male,Adult
16444,mscoco/images,COCO_train2014_000000187287.jpg,"[640, 426]","[125, 38, 569, 420]",['Engagement'],"[8, 8, 7]",Male,Adult
16445,mscoco/images,COCO_train2014_000000321036.jpg,"[640, 426]","[169, 39, 389, 390]","['Anticipation', 'Happiness', 'Pleasure']","[6, 7, 6]",Male,Adult
16446,mscoco/images,COCO_train2014_000000321716.jpg,"[425, 640]","[113, 163, 356, 384]","['Confidence', 'Excitement']","[7, 9, 7]",Male,Adult
16447,mscoco/images,COCO_train2014_000000470308.jpg,"[640, 480]","[355, 75, 572, 479]","['Disconnection', 'Engagement']","[2, 3, 2]",Male,Adult
16448,mscoco/images,COCO_train2014_000000077517.jpg,"[640, 471]","[271, 157, 411, 353]","['Confidence', 'Excitement']","[6, 8, 8]",Female,Adult
16449,mscoco/images,COCO_train2014_000000152505.jpg,"[500, 394]","[325, 61, 446, 251]","['Confidence', 'Engagement', 'Happiness', 'Pleasure']","[5, 4, 4]",Male,Adult
16450,mscoco/images,COCO_train2014_000000005152.jpg,"[640, 385]","[15, 29, 369, 384]","['Confidence', 'Engagement']","[7, 10, 10]",Male,Adult
16451,mscoco/images,COCO_train2014_000000296573.jpg,"[640, 424]","[470, 43, 571, 301]",['Esteem'],"[6, 4, 7]",Male,Adult
16452,mscoco/images,COCO_train2014_000000104337.jpg,"[640, 427]","[288, 100, 437, 381]","['Confidence', 'Engagement', 'Excitement']","[6, 7, 7]",Male,Adult
16453,mscoco/images,COCO_train2014_000000104337.jpg,"[640, 427]","[149, 103, 302, 417]","['Confidence', 'Engagement', 'Excitement']","[4, 10, 9]",Male,Adult
16454,mscoco/images,COCO_train2014_000000281646.jpg,"[640, 426]","[247, 21, 584, 419]","['Confidence', 'Engagement', 'Excitement']","[6, 8, 7]",Female,Adult
16455,mscoco/images,COCO_train2014_000000035725.jpg,"[640, 480]","[352, 45, 515, 479]","['Engagement', 'Peace']","[5, 10, 7]",Male,Adult
16456,mscoco/images,COCO_train2014_000000061587.jpg,"[640, 425]","[183, 44, 367, 419]","['Affection', 'Engagement', 'Excitement']","[7, 5, 6]",Male,Adult
16457,mscoco/images,COCO_val2014_000000065415.jpg,"[640, 480]","[272, 94, 431, 431]","['Excitement', 'Happiness', 'Peace', 'Pleasure']","[6, 7, 8]",Female,Adult
16458,mscoco/images,COCO_train2014_000000575713.jpg,"[500, 334]","[288, 62, 387, 234]","['Engagement', 'Excitement', 'Happiness']","[6, 8, 6]",Male,Teenager
16459,framesdb/images,frame_m2smyn9nzkusayfi.jpg,"[900, 674]","[149, 179, 573, 651]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[7, 6, 7]",Male,Adult
16460,mscoco/images,COCO_train2014_000000311192.jpg,"[640, 360]","[233, 138, 392, 353]",['Anticipation'],"[4, 10, 6]",Male,Adult
16461,mscoco/images,COCO_train2014_000000386880.jpg,"[640, 480]","[267, 108, 593, 472]","['Affection', 'Pleasure']","[8, 8, 7]",Male,Adult
16462,mscoco/images,COCO_train2014_000000517408.jpg,"[640, 429]","[247, 89, 422, 309]","['Confidence', 'Engagement', 'Excitement', 'Peace', 'Pleasure']","[8, 9, 6]",Female,Adult
16463,mscoco/images,COCO_train2014_000000057697.jpg,"[640, 480]","[138, 163, 243, 411]","['Happiness', 'Pleasure']","[6, 4, 7]",Male,Adult
16464,framesdb/images,frame_0ora7nnn13edw60k.jpg,"[450, 300]","[280, 63, 425, 297]",['Engagement'],"[4, 7, 7]",Female,Adult
16465,framesdb/images,frame_28fon76l2vv1yg7j.jpg,"[1200, 888]","[388, 287, 653, 884]","['Anticipation', 'Confidence', 'Engagement']","[5, 5, 5]",Male,Adult
16466,framesdb/images,frame_28fon76l2vv1yg7j.jpg,"[1200, 888]","[783, 243, 1091, 876]",['Engagement'],"[4, 5, 6]",Male,Adult
16467,mscoco/images,COCO_val2014_000000463452.jpg,"[640, 640]","[28, 33, 632, 632]","['Disapproval', 'Disquietment', 'Doubt/Confusion', 'Sensitivity']","[5, 3, 7]",Male,Adult
16468,ade20k/images,sun_aouvsfcqsnwycjed.jpg,"[606, 404]","[284, 103, 439, 371]","['Anticipation', 'Happiness', 'Yearning']","[5, 9, 8]",Male,Adult
16469,emodb_small/images,h8b7m5z0ux22cmk8dn.jpg,"[267, 400]","[120, 68, 147, 177]","['Engagement', 'Excitement', 'Happiness', 'Pleasure']","[4, 6, 6]",Female,Adult
16470,emodb_small/images,h8b7m5z0ux22cmk8dn.jpg,"[267, 400]","[8, 96, 108, 268]","['Excitement', 'Happiness', 'Surprise']","[8, 6, 8]",Female,Adult
16471,emodb_small/images,h8b7m5z0ux22cmk8dn.jpg,"[267, 400]","[177, 76, 207, 179]","['Happiness', 'Pleasure']","[8, 7, 5]",Female,Adult
16472,emodb_small/images,h8b7m5z0ux22cmk8dn.jpg,"[267, 400]","[255, 55, 267, 205]","['Happiness', 'Pleasure']","[6, 5, 6]",Male,Adult
16473,emodb_small/images,h8b7m5z0ux22cmk8dn.jpg,"[267, 400]","[232, 53, 267, 178]","['Engagement', 'Happiness', 'Pleasure']","[8, 7, 7]",Female,Kid
16474,emodb_small/images,h8b7m5z0ux22cmk8dn.jpg,"[267, 400]","[208, 63, 236, 181]","['Engagement', 'Excitement', 'Happiness']","[8, 4, 8]",Female,Kid
16475,mscoco/images,COCO_train2014_000000525678.jpg,"[640, 480]","[328, 93, 452, 370]","['Anticipation', 'Excitement', 'Happiness', 'Surprise']","[10, 9, 8]",Female,Adult
16476,mscoco/images,COCO_train2014_000000525678.jpg,"[640, 480]","[123, 44, 350, 471]","['Excitement', 'Happiness']","[8, 4, 7]",Male,Adult
16477,mscoco/images,COCO_train2014_000000322094.jpg,"[640, 422]","[231, 76, 451, 420]",['Yearning'],"[4, 7, 10]",Female,Teenager
16478,mscoco/images,COCO_train2014_000000478351.jpg,"[500, 375]","[96, 56, 181, 346]","['Confidence', 'Happiness', 'Pleasure']","[10, 4, 7]",Male,Adult
16479,framesdb/images,frame_admwr2rjyvz321te.jpg,"[354, 450]","[95, 62, 214, 255]","['Anticipation', 'Disapproval', 'Doubt/Confusion', 'Engagement']","[4, 4, 9]",Male,Adult
16480,framesdb/images,frame_dz41dsg5nh8cvc5k.jpg,"[450, 320]","[69, 76, 286, 313]",['Doubt/Confusion'],"[5, 2, 9]",Female,Teenager
16481,emodb_small/images,be0mx4rqsg8ztb5e8z.jpg,"[320, 620]","[78, 7, 320, 320]","['Esteem', 'Happiness', 'Pleasure']","[7, 5, 6]",Female,Adult
16482,mscoco/images,COCO_train2014_000000277797.jpg,"[575, 640]","[70, 38, 444, 536]","['Peace', 'Yearning']","[7, 5, 6]",Female,Adult
16483,framesdb/images,frame_2mp3n7jmjxl2gxao.jpg,"[634, 421]","[499, 165, 633, 416]",['Engagement'],"[7, 7, 3]",Female,Teenager
16484,framesdb/images,frame_2mp3n7jmjxl2gxao.jpg,"[634, 421]","[6, 61, 249, 414]",['Engagement'],"[8, 8, 8]",Male,Adult
16485,framesdb/images,frame_2mp3n7jmjxl2gxao.jpg,"[634, 421]","[482, 45, 593, 318]","['Engagement', 'Excitement', 'Happiness']","[7, 8, 4]",Female,Teenager
16486,framesdb/images,frame_2mp3n7jmjxl2gxao.jpg,"[634, 421]","[468, 39, 556, 167]","['Anticipation', 'Happiness']","[5, 7, 6]",Female,Adult
16487,framesdb/images,frame_2mp3n7jmjxl2gxao.jpg,"[634, 421]","[384, 64, 441, 166]","['Confidence', 'Excitement', 'Happiness']","[7, 8, 5]",Female,Teenager
16488,mscoco/images,COCO_train2014_000000204888.jpg,"[640, 428]","[151, 13, 364, 355]",['Engagement'],"[7, 7, 6]",Female,Adult
16489,framesdb/images,frame_4r4v7l97kugywlzz.jpg,"[1620, 1080]","[1385, 647, 1598, 1079]",['Engagement'],"[6, 6, 6]",Female,Adult
16490,framesdb/images,frame_4r4v7l97kugywlzz.jpg,"[1620, 1080]","[33, 664, 134, 1079]","['Excitement', 'Happiness', 'Pleasure', 'Surprise']","[5, 6, 6]",Male,Adult
16491,framesdb/images,frame_4r4v7l97kugywlzz.jpg,"[1620, 1080]","[296, 691, 392, 1064]",['Engagement'],"[6, 6, 8]",Male,Adult
16492,framesdb/images,frame_4r4v7l97kugywlzz.jpg,"[1620, 1080]","[577, 772, 665, 1064]",['Engagement'],"[6, 3, 2]",Male,Kid
16493,framesdb/images,frame_4r4v7l97kugywlzz.jpg,"[1620, 1080]","[1087, 720, 1258, 1063]",['Engagement'],"[5, 3, 5]",Female,Adult
16494,mscoco/images,COCO_train2014_000000184924.jpg,"[640, 479]","[310, 55, 423, 300]",['Anticipation'],"[7, 8, 6]",Female,Adult
16495,framesdb/images,frame_fogmni7ldt1o1g7w.jpg,"[1200, 798]","[836, 34, 1070, 771]",['Disconnection'],"[6, 4, 7]",Female,Adult
16496,framesdb/images,frame_8bybim7gno59c935.jpg,"[634, 503]","[298, 63, 377, 195]","['Peace', 'Pleasure']","[6, 5, 5]",Male,Adult
16497,mscoco/images,COCO_val2014_000000137954.jpg,"[640, 426]","[93, 66, 610, 423]","['Anticipation', 'Engagement', 'Sympathy']","[6, 7, 7]",Male,Adult
16498,emodb_small/images,4uqo202amy5hvd6wld.jpg,"[182, 276]","[3, 1, 162, 183]","['Confidence', 'Fatigue']","[4, 7, 7]",Male,Adult
16499,emodb_small/images,4uqo202amy5hvd6wld.jpg,"[182, 276]","[162, 27, 182, 182]","['Engagement', 'Excitement']","[8, 8, 9]",Female,Kid
16500,framesdb/images,frame_b0x452vm6gpfy6sn.jpg,"[852, 480]","[803, 298, 851, 472]","['Anticipation', 'Engagement']","[5, 6, 9]",Male,Adult
16501,framesdb/images,frame_b0x452vm6gpfy6sn.jpg,"[852, 480]","[743, 416, 775, 463]","['Affection', 'Happiness', 'Pleasure']","[8, 4, 7]",Female,Adult
16502,mscoco/images,COCO_train2014_000000221814.jpg,"[640, 514]","[236, 58, 427, 502]",['Anticipation'],"[5, 8, 8]",Male,Adult
16503,mscoco/images,COCO_train2014_000000291319.jpg,"[480, 500]","[134, 106, 251, 378]","['Anticipation', 'Engagement']","[6, 8, 7]",Male,Adult
16504,framesdb/images,frame_h784pm1e680a142r.jpg,"[450, 300]","[154, 106, 287, 262]",['Happiness'],"[7, 2, 4]",Male,Adult
16505,framesdb/images,frame_h784pm1e680a142r.jpg,"[450, 300]","[255, 108, 403, 266]",['Engagement'],"[8, 4, 5]",Female,Adult
16506,mscoco/images,COCO_train2014_000000241345.jpg,"[640, 384]","[254, 89, 367, 304]",['Anticipation'],"[9, 10, 9]",Male,Adult
16507,mscoco/images,COCO_train2014_000000515917.jpg,"[640, 427]","[58, 112, 195, 353]",['Engagement'],"[3, 4, 3]",Male,Adult
16508,mscoco/images,COCO_train2014_000000233116.jpg,"[640, 383]","[324, 10, 440, 270]",['Doubt/Confusion'],"[5, 7, 4]",Female,Adult
16509,emodb_small/images,1kh44awycrcz3quix0.jpg,"[337, 450]","[43, 138, 337, 308]","['Affection', 'Engagement', 'Excitement', 'Happiness', 'Pleasure']","[7, 5, 7]",Female,Adult
16510,mscoco/images,COCO_val2014_000000121817.jpg,"[640, 360]","[397, 76, 577, 342]","['Disconnection', 'Engagement']","[7, 6, 7]",Male,Adult
16511,framesdb/images,frame_3tfwmp4yxddzjxat.jpg,"[600, 300]","[206, 3, 398, 275]",['Engagement'],"[6, 8, 4]",Female,Adult
16512,mscoco/images,COCO_train2014_000000342495.jpg,"[640, 425]","[108, 81, 397, 307]","['Confidence', 'Happiness']","[6, 7, 7]",Male,Adult
16513,mscoco/images,COCO_val2014_000000015818.jpg,"[639, 640]","[275, 72, 460, 536]","['Anticipation', 'Engagement', 'Esteem']","[7, 6, 6]",Male,Adult
16514,mscoco/images,COCO_train2014_000000348291.jpg,"[640, 427]","[74, 46, 323, 399]","['Anticipation', 'Engagement']","[6, 8, 8]",Male,Adult
16515,mscoco/images,COCO_train2014_000000348291.jpg,"[640, 427]","[327, 78, 452, 347]",['Anticipation'],"[6, 8, 7]",Male,Adult
16516,framesdb/images,frame_kpnnhd7fkmbrwak1.jpg,"[468, 322]","[30, 7, 442, 305]",['Disconnection'],"[5, 1, 3]",Male,Adult
16517,mscoco/images,COCO_train2014_000000211850.jpg,"[640, 480]","[440, 58, 618, 265]","['Confidence', 'Disconnection', 'Engagement']","[5, 8, 10]",Male,Adult
16518,mscoco/images,COCO_train2014_000000169086.jpg,"[640, 480]","[278, 102, 459, 407]",['Engagement'],"[8, 8, 8]",Male,Adult
16519,mscoco/images,COCO_val2014_000000162021.jpg,"[640, 427]","[162, 6, 361, 374]","['Engagement', 'Excitement']","[6, 6, 7]",Male,Adult
16520,mscoco/images,COCO_val2014_000000528720.jpg,"[640, 516]","[82, 125, 184, 417]","['Engagement', 'Peace']","[5, 5, 7]",Male,Adult
16521,framesdb/images,frame_1uswzj3y9v1q16o7.jpg,"[1020, 638]","[10, 93, 318, 593]",['Engagement'],"[5, 2, 8]",Male,Adult
16522,framesdb/images,frame_ecgzzb9zhn5txmkp.jpg,"[980, 448]","[644, 66, 803, 364]","['Affection', 'Confidence', 'Engagement', 'Happiness']","[5, 2, 9]",Male,Adult
16523,framesdb/images,frame_ecgzzb9zhn5txmkp.jpg,"[980, 448]","[186, 57, 326, 416]",['Happiness'],"[7, 5, 3]",Female,Adult
16524,framesdb/images,frame_ecgzzb9zhn5txmkp.jpg,"[980, 448]","[448, 123, 571, 374]",['Happiness'],"[7, 6, 6]",Male,Kid
16525,framesdb/images,frame_ecgzzb9zhn5txmkp.jpg,"[980, 448]","[315, 134, 379, 408]",['Disconnection'],"[8, 6, 6]",Female,Kid
16526,framesdb/images,frame_416sjeig452ubaok.jpg,"[801, 537]","[228, 39, 317, 185]","['Anticipation', 'Engagement']","[7, 5, 9]",Female,Adult
16527,mscoco/images,COCO_train2014_000000323746.jpg,"[640, 427]","[222, 139, 321, 370]","['Anticipation', 'Excitement']","[5, 7, 7]",Female,Teenager
16528,mscoco/images,COCO_val2014_000000235130.jpg,"[500, 375]","[116, 75, 260, 368]","['Engagement', 'Excitement', 'Happiness']","[7, 8, 8]",Male,Adult
16529,mscoco/images,COCO_train2014_000000289871.jpg,"[640, 427]","[48, 164, 216, 426]","['Excitement', 'Happiness']","[6, 4, 7]",Male,Adult
16530,mscoco/images,COCO_train2014_000000470893.jpg,"[640, 640]","[294, 49, 460, 552]","['Confidence', 'Engagement']","[7, 7, 7]",Male,Adult
16531,mscoco/images,COCO_train2014_000000470893.jpg,"[640, 640]","[256, 58, 614, 630]","['Anticipation', 'Confidence', 'Excitement']","[8, 9, 8]",Female,Adult
16532,framesdb/images,frame_497gfgxytlr16zw6.jpg,"[348, 348]","[112, 146, 281, 298]","['Affection', 'Engagement', 'Happiness', 'Pleasure']","[6, 4, 5]",Female,Adult
16533,framesdb/images,frame_497gfgxytlr16zw6.jpg,"[348, 348]","[238, 52, 347, 292]",['Anticipation'],"[8, 2, 10]",Female,Kid
16534,mscoco/images,COCO_train2014_000000552453.jpg,"[640, 480]","[303, 129, 415, 401]",['Engagement'],"[10, 10, 10]",Male,Adult
16535,mscoco/images,COCO_val2014_000000170048.jpg,"[500, 335]","[323, 90, 404, 294]","['Confidence', 'Engagement', 'Excitement']","[6, 10, 10]",Male,Adult
16536,mscoco/images,COCO_train2014_000000456863.jpg,"[640, 459]","[177, 95, 327, 458]","['Anticipation', 'Engagement', 'Excitement']","[5, 6, 6]",Male,Adult
16537,mscoco/images,COCO_train2014_000000154124.jpg,"[640, 428]","[212, 107, 377, 304]","['Anticipation', 'Happiness', 'Sympathy']","[6, 8, 3]",Female,Adult
16538,mscoco/images,COCO_train2014_000000154124.jpg,"[640, 428]","[387, 185, 581, 332]","['Anticipation', 'Engagement']","[6, 4, 6]",Female,Teenager
16539,mscoco/images,COCO_train2014_000000119337.jpg,"[640, 427]","[212, 5, 354, 402]","['Engagement', 'Happiness']","[8, 4, 6]",Male,Adult
16540,mscoco/images,COCO_train2014_000000119337.jpg,"[640, 427]","[228, 73, 532, 418]",['Happiness'],"[8, 7, 6]",Female,Adult
16541,mscoco/images,COCO_train2014_000000209353.jpg,"[640, 427]","[211, 18, 364, 369]","['Confidence', 'Engagement', 'Excitement']","[5, 9, 7]",Male,Adult
16542,mscoco/images,COCO_train2014_000000209353.jpg,"[640, 427]","[429, 25, 549, 363]","['Anticipation', 'Excitement']","[8, 8, 9]",Male,Adult
16543,mscoco/images,COCO_val2014_000000140860.jpg,"[640, 427]","[212, 96, 449, 410]","['Disconnection', 'Yearning']","[5, 4, 9]",Male,Adult
16544,framesdb/images,frame_jcgdj1nfsd8fce9e.jpg,"[866, 1300]","[321, 166, 718, 1125]","['Engagement', 'Peace']","[6, 3, 2]",Male,Adult
16545,mscoco/images,COCO_train2014_000000048282.jpg,"[640, 431]","[354, 72, 540, 256]",['Engagement'],"[8, 10, 10]",Male,Adult
16546,mscoco/images,COCO_val2014_000000173245.jpg,"[640, 640]","[169, 55, 440, 291]",['Engagement'],"[6, 6, 7]",Male,Adult
16547,mscoco/images,COCO_val2014_000000108272.jpg,"[640, 499]","[146, 94, 245, 471]","['Anticipation', 'Engagement', 'Peace']","[6, 2, 8]",Male,Adult
16548,framesdb/images,frame_h5o5300as1v6a9oa.jpg,"[1200, 800]","[583, 339, 692, 593]",['Engagement'],"[6, 7, 7]",Male,Kid
16549,mscoco/images,COCO_val2014_000000009891.jpg,"[640, 480]","[206, 92, 356, 415]",['Engagement'],"[7, 6, 7]",Male,Adult
16550,framesdb/images,frame_aq0xwbw29jmsrrfm.jpg,"[597, 400]","[388, 67, 530, 350]","['Anticipation', 'Doubt/Confusion', 'Engagement']","[6, 2, 5]",Male,Adult
16551,framesdb/images,frame_3q42m3t4dd9gvzt0.jpg,"[2896, 1944]","[1096, 397, 1839, 1889]","['Affection', 'Engagement', 'Peace', 'Pleasure']","[9, 6, 5]",Female,Adult
16552,mscoco/images,COCO_train2014_000000034377.jpg,"[640, 425]","[135, 11, 581, 419]",['Doubt/Confusion'],"[4, 2, 2]",Male,Kid
16553,framesdb/images,frame_lb5ukn7xdt74dskc.jpg,"[800, 600]","[126, 209, 280, 559]",['Engagement'],"[7, 2, 8]",Male,Adult
16554,framesdb/images,frame_lb5ukn7xdt74dskc.jpg,"[800, 600]","[419, 149, 763, 599]",['Engagement'],"[6, 5, 6]",Male,Adult
16555,mscoco/images,COCO_train2014_000000468163.jpg,"[640, 640]","[135, 27, 581, 632]","['Confidence', 'Esteem', 'Sympathy']","[6, 7, 9]",Male,Adult
16556,mscoco/images,COCO_train2014_000000091451.jpg,"[640, 480]","[99, 125, 287, 451]","['Engagement', 'Excitement']","[6, 7, 6]",Male,Adult
16557,mscoco/images,COCO_train2014_000000091451.jpg,"[640, 480]","[328, 89, 476, 317]","['Anticipation', 'Engagement']","[7, 6, 6]",Male,Adult
16558,mscoco/images,COCO_train2014_000000091451.jpg,"[640, 480]","[62, 126, 197, 427]","['Confidence', 'Engagement']","[6, 7, 6]",Male,Adult
16559,ade20k/images,sun_aqkhjagsapfaidyy.jpg,"[800, 533]","[251, 207, 329, 532]","['Anticipation', 'Engagement']","[6, 4, 6]",Male,Adult
16560,mscoco/images,COCO_val2014_000000142742.jpg,"[640, 480]","[448, 140, 577, 363]","['Anticipation', 'Engagement', 'Excitement']","[6, 10, 10]",Male,Adult
16561,mscoco/images,COCO_train2014_000000103414.jpg,"[612, 612]","[24, 26, 589, 602]","['Engagement', 'Happiness']","[6, 4, 6]",Male,Adult
16562,framesdb/images,frame_kniyfdtaluicsfmg.jpg,"[1000, 667]","[114, 197, 585, 666]",['Engagement'],"[5, 7, 7]",Male,Adult
16563,mscoco/images,COCO_train2014_000000248002.jpg,"[640, 426]","[261, 31, 411, 225]","['Confidence', 'Engagement', 'Happiness', 'Peace', 'Pleasure']","[8, 7, 7]",Female,Adult
16564,mscoco/images,COCO_train2014_000000416355.jpg,"[640, 435]","[33, 73, 178, 402]","['Esteem', 'Excitement', 'Happiness']","[7, 8, 7]",Female,Adult
16565,mscoco/images,COCO_val2014_000000461898.jpg,"[640, 636]","[110, 18, 623, 628]","['Excitement', 'Happiness']","[9, 7, 9]",Female,Adult
16566,framesdb/images,frame_k7chosamv5cvin4l.jpg,"[920, 699]","[443, 124, 835, 577]","['Sensitivity', 'Yearning']","[6, 5, 6]",Male,Adult
16567,framesdb/images,frame_k7chosamv5cvin4l.jpg,"[920, 699]","[166, 30, 469, 651]","['Anticipation', 'Confidence', 'Engagement']","[6, 6, 3]",Male,Adult
16568,mscoco/images,COCO_train2014_000000491191.jpg,"[640, 427]","[82, 130, 206, 376]",['Engagement'],"[6, 7, 7]",Male,Adult
16569,mscoco/images,COCO_train2014_000000396136.jpg,"[640, 427]","[88, 101, 209, 323]",['Yearning'],"[6, 4, 7]",Male,Adult
16570,framesdb/images,frame_3dylh20in0a7265c.jpg,"[540, 352]","[168, 195, 237, 347]",['Engagement'],"[6, 6, 6]",Male,Adult
16571,mscoco/images,COCO_train2014_000000444533.jpg,"[500, 375]","[269, 27, 379, 372]","['Annoyance', 'Disapproval']","[6, 8, 7]",Male,Kid
16572,framesdb/images,frame_8skw8rh422nyfspz.jpg,"[1600, 1064]","[1008, 1, 1599, 1063]",['Engagement'],"[5, 2, 9]",Male,Adult
16573,framesdb/images,frame_51uu448g5qh99mi3.jpg,"[450, 321]","[93, 24, 245, 294]","['Engagement', 'Pleasure']","[6, 4, 4]",Male,Teenager
16574,mscoco/images,COCO_val2014_000000230454.jpg,"[640, 455]","[244, 98, 536, 447]",['Happiness'],"[7, 6, 7]",Male,Adult
16575,framesdb/images,frame_j3cx7u5c5fpqszld.jpg,"[2588, 2292]","[1835, 220, 2445, 1989]",['Engagement'],"[8, 6, 3]",Female,Adult
16576,framesdb/images,frame_j3cx7u5c5fpqszld.jpg,"[2588, 2292]","[1216, 660, 1854, 2291]",['Happiness'],"[9, 8, 9]",Female,Teenager
16577,framesdb/images,frame_j3cx7u5c5fpqszld.jpg,"[2588, 2292]","[382, 625, 1060, 2291]","['Confidence', 'Engagement', 'Happiness']","[8, 2, 4]",Female,Adult
16578,mscoco/images,COCO_val2014_000000477924.jpg,"[640, 480]","[228, 76, 396, 479]","['Happiness', 'Peace']","[8, 9, 9]",Female,Kid
16579,framesdb/images,frame_f6sn3xp9ep7sj7oo.jpg,"[710, 496]","[385, 123, 547, 316]",['Engagement'],"[5, 8, 8]",Male,Teenager
16580,mscoco/images,COCO_val2014_000000157102.jpg,"[480, 640]","[17, 27, 367, 456]",['Surprise'],"[6, 6, 5]",Male,Kid
16581,mscoco/images,COCO_val2014_000000261732.jpg,"[640, 438]","[145, 43, 311, 355]","['Anticipation', 'Engagement', 'Excitement']","[7, 8, 7]",Male,Adult
16582,mscoco/images,COCO_val2014_000000038073.jpg,"[640, 480]","[19, 51, 222, 471]","['Anticipation', 'Engagement', 'Sympathy']","[6, 2, 10]",Female,Adult
16583,mscoco/images,COCO_train2014_000000330436.jpg,"[640, 427]","[237, 68, 409, 250]","['Confidence', 'Excitement']","[8, 8, 7]",Male,Adult
16584,emodb_small/images,7ohd6gku0gic85sbs7.jpg,"[183, 275]","[1, 24, 183, 184]","['Fatigue', 'Suffering']","[5, 3, 5]",Male,Adult
16585,mscoco/images,COCO_train2014_000000343728.jpg,"[640, 427]","[41, 107, 140, 417]","['Excitement', 'Happiness']","[8, 7, 9]",Male,Adult
16586,mscoco/images,COCO_val2014_000000548561.jpg,"[640, 478]","[418, 10, 598, 369]",['Happiness'],"[7, 4, 7]",Female,Kid
16587,mscoco/images,COCO_val2014_000000548561.jpg,"[640, 478]","[137, 75, 318, 382]",['Happiness'],"[7, 2, 4]",Male,Adult
16588,mscoco/images,COCO_train2014_000000030939.jpg,"[640, 425]","[112, 133, 277, 366]","['Anticipation', 'Disconnection', 'Engagement', 'Yearning']","[8, 7, 10]",Female,Adult
16589,mscoco/images,COCO_train2014_000000045284.jpg,"[640, 425]","[260, 59, 384, 249]","['Confidence', 'Excitement']","[6, 10, 5]",Male,Kid
16590,mscoco/images,COCO_val2014_000000097006.jpg,"[640, 427]","[268, 91, 398, 404]",['Engagement'],"[7, 7, 7]",Female,Adult
16591,emodb_small/images,2g89p8dl2wdbumz3ca.jpg,"[183, 275]","[1, 1, 183, 182]","['Affection', 'Confidence', 'Fatigue', 'Happiness', 'Peace']","[8, 4, 5]",Male,Kid
16592,emodb_small/images,2g89p8dl2wdbumz3ca.jpg,"[183, 275]","[51, 16, 183, 180]","['Affection', 'Happiness', 'Peace']","[8, 1, 2]",Female,Adult
16593,mscoco/images,COCO_train2014_000000284835.jpg,"[640, 427]","[413, 88, 533, 419]",['Engagement'],"[4, 7, 8]",Male,Adult
16594,framesdb/images,frame_fnwa7kfl2x84muo7.jpg,"[520, 520]","[1, 7, 496, 499]",['Engagement'],"[6, 6, 6]",Male,Teenager
16595,framesdb/images,frame_232lv9sxtuaedyy2.jpg,"[1000, 665]","[822, 217, 999, 664]",['Disconnection'],"[5, 6, 6]",Female,Adult
16596,framesdb/images,frame_232lv9sxtuaedyy2.jpg,"[1000, 665]","[267, 82, 624, 641]",['Engagement'],"[6, 4, 6]",Male,Teenager
16597,framesdb/images,frame_5y5hl422y18h7k7b.jpg,"[450, 338]","[394, 239, 441, 322]",['Peace'],"[7, 4, 8]",Male,Adult
16598,mscoco/images,COCO_train2014_000000118827.jpg,"[640, 489]","[346, 35, 468, 437]",['Anticipation'],"[5, 4, 3]",Male,Kid
16599,mscoco/images,COCO_train2014_000000118827.jpg,"[640, 489]","[172, 54, 330, 447]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[4, 7, 4]",Female,Teenager
16600,mscoco/images,COCO_train2014_000000118827.jpg,"[640, 489]","[439, 116, 596, 470]","['Confidence', 'Engagement', 'Excitement']","[8, 4, 8]",Female,Adult
16601,framesdb/images,frame_3q8eqkui4hf9t6ai.jpg,"[480, 360]","[188, 78, 289, 337]",['Engagement'],"[8, 4, 8]",Female,Adult
